taxonomy_id	name	rank	lineage	InfA-30_diamond.diamond	PI2-20_diamond.diamond	InfA-33_diamond.diamond	InfB-22_diamond.diamond	RSA-24_diamond.diamond	RSV-25_diamond.diamond
34059	Faucicola atlantae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Faucicola;Faucicola atlantae	0	0	0	0	0	654
1604696	Faucicola	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Faucicola	0	0	0	0	0	1657
3392036	Neisseria sp. CCUG17229	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;unclassified Neisseria;Neisseria sp. CCUG17229	0	0	0	0	0	2830
29394	Dolosigranulum pigrum	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum pigrum	0	0	0	0	0	3970
61635	Acholeplasma brassicae	species	cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma brassicae	0	0	0	0	0	13
2565531	Psychrobacter raelei	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter raelei	0	0	0	0	0	75
2820817	Aggregatibacter sp. 2125159857	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;unclassified Aggregatibacter;Aggregatibacter sp. 2125159857	0	0	0	0	0	342
44935	Vreelandella venusta	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Vreelandella;Vreelandella venusta	0	0	0	0	0	81
1504576	Pseudocitrobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudocitrobacter	0	0	0	0	0	51
1931275	Neisseria dumasiana	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria dumasiana	0	0	0	0	0	77
1463158	Thermomonas carbonis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Thermomonas;Thermomonas carbonis	0	0	0	0	0	15
196806	unclassified Psychrobacter	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter	0	0	0	0	0	297
2517899	Psychrobacter sp. KH172YL61	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. KH172YL61	0	0	0	0	0	51
28449	Neisseria subflava	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria subflava	0	0	0	0	0	21
413	Methylococcus	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus	0	0	0	0	0	88
3414505	Tepidimonas sp. HKU79	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Tepidimonas;unclassified Tepidimonas;Tepidimonas sp. HKU79	0	0	0	0	0	62
1176257	Stutzerimonas zhaodongensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas zhaodongensis	0	0	0	0	0	68
848	Fusobacterium	genus	cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	0	0	0	0	0	1
2718	Cardiobacterium hominis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;Cardiobacterium hominis	0	0	0	0	0	91
256326	Psychrobacter arenosus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter arenosus	0	0	0	0	0	316
29433	Moraxella ovis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella ovis	0	0	0	0	0	54
186828	Carnobacteriaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae	0	0	0	0	0	111
1415574	Psychrobacter sp. LV10R520-6	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. LV10R520-6	0	0	0	0	0	6
861445	Psychrobacter sanguinis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter sanguinis	0	0	0	0	0	425
32257	Kingella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella	0	0	0	0	0	16
380738	Candidatus Kuenenia	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Brocadiia;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Kuenenia	0	0	0	0	0	12
28141	Cronobacter sakazakii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter sakazakii	0	0	0	0	0	23
3110288	Dolosigranulum savutiense	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum savutiense	0	0	0	0	0	85
10663	Tequatrovirus	genus	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Pantevenvirales;Straboviridae;Tevenvirinae;Tequatrovirus	0	0	0	0	0	123
2290922	Lysobacter sp. TY2-98	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Lysobacter;unclassified Lysobacter;Lysobacter sp. TY2-98	0	0	0	0	0	56
1849015	Arcobacter acticola	species	cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter acticola	0	0	0	0	0	3
1620392	Spongiibacter sp. IMCC21906	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Spongiibacter;unclassified Spongiibacter;Spongiibacter sp. IMCC21906	0	0	0	0	0	1
2637179	unclassified Pseudoduganella	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Telluria group;Pseudoduganella;unclassified Pseudoduganella	0	0	0	0	0	2
2908648	Suttonella sp. R2A3	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Suttonella;unclassified Suttonella;Suttonella sp. R2A3	0	0	0	0	0	198
2917790	Wielerella bovis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Wielerella;Wielerella bovis	0	0	0	0	0	72
34072	Variovorax	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	0	0	0	0	0	48
3423914	Rasiella sp. SM2506	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Rasiella;unclassified Rasiella;Rasiella sp. SM2506	0	0	0	0	0	1
2953752	Moraxella sp. FZFQ2102	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;unclassified Moraxella;Moraxella sp. FZFQ2102	0	0	0	0	0	65
28198	Aliarcobacter cryaerophilus	species	cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter cryaerophilus	0	0	0	0	0	12
765840	Moraxella macacae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella macacae	0	0	0	0	0	83
1910991	Jerseyvirus	genus	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis;Sarkviridae;Guernseyvirinae;Jerseyvirus	0	0	0	0	0	19
3067275	Psychrobacter sp. M13	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. M13	0	0	0	0	0	26
2968500	Sphingopyxis sp. DBS4	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingopyxidaceae;Sphingopyxis;unclassified Sphingopyxis;Sphingopyxis sp. DBS4	0	0	0	0	0	1
730	[Haemophilus] ducreyi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;[Haemophilus] ducreyi	0	0	0	0	0	32
3374103	Limnohabitans sp. DCL3	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;unclassified Limnohabitans;Limnohabitans sp. DCL3	0	0	0	0	0	14
731	Histophilus somni	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Histophilus;Histophilus somni	0	0	0	0	0	50
298708	Sphingomonas kaistensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas kaistensis	0	0	0	0	0	16
1375	Aerococcus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus	0	0	0	0	0	5
180588	Psychrobacter faecalis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter faecalis	0	0	0	0	0	14
3440637	Psychrobacter sp. DM4	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. DM4	0	0	0	0	0	7
376	Bradyrhizobium sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;unclassified Bradyrhizobium;Bradyrhizobium sp.	0	0	0	0	0	1
3440636	Psychrobacter sp. DM8	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. DM8	0	0	0	0	0	21
3112003	Psychrobacter sp. HD31	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. HD31	0	0	0	0	0	83
135619	Oceanospirillales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales	0	0	0	0	0	7
194196	Alysiella filiformis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Alysiella;Alysiella filiformis	0	0	0	0	0	28
2605946	Pukyongiella litopenaei	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Pukyongiella;Pukyongiella litopenaei	0	0	0	0	0	2
1129771	Leptotrichiaceae	family	cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	0	0	0	0	0	6
3230977	Halioglobus sp. Uisw_031	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;unclassified Halioglobus;Halioglobus sp. Uisw_031	0	0	0	0	0	1
40324	Stenotrophomonas maltophilia	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas maltophilia group;Stenotrophomonas maltophilia	0	0	0	0	0	2
3059076	Marivirga arenosa	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga;Marivirga arenosa	0	0	0	0	0	2
2944933	Microbulbifer spongiae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;Microbulbifer spongiae	0	0	0	0	0	1
1312183	Rhizobium jaguaris	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;Rhizobium jaguaris	0	0	0	0	0	4
85023	Microbacteriaceae	family	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae	0	0	0	0	0	5
2058625	Undibacterium sp. YM2	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;unclassified Undibacterium;Undibacterium sp. YM2	0	0	0	0	0	2
3120518	Acinetobacter sp. KS-LM10	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. KS-LM10	0	0	0	0	0	49
1542730	Frateuria soli	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Frateuria;Frateuria soli	0	0	0	0	0	7
588	Providencia stuartii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia stuartii	0	0	0	0	0	9
45610	Psychrobacter urativorans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter urativorans	0	0	0	0	0	29
3435883	Lentzea xerophila	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Lentzea;Lentzea xerophila	0	0	0	0	0	2
3019969	Rheinheimera sp. MM224	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera;unclassified Rheinheimera;Rheinheimera sp. MM224	0	0	0	0	0	6
2034769	Pectobacterium zantedeschiae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium;Pectobacterium zantedeschiae	0	0	0	0	0	18
118323	Oxynema acuminatum	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Oxynema;Oxynema acuminatum	0	0	0	0	0	5
34073	Variovorax paradoxus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax paradoxus	0	0	0	0	0	15
1124	Chlorogloeopsis fritschii	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Chlorogloeopsidaceae;Chlorogloeopsis;Chlorogloeopsis fritschii	0	0	0	0	0	1
412034	Celerinatantimonas diazotrophica	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Celerinatantimonadaceae;Celerinatantimonas;Celerinatantimonas diazotrophica	0	0	0	0	0	1
909768	Acinetobacter calcoaceticus/baumannii complex	species group	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter calcoaceticus/baumannii complex	0	0	0	0	0	3
1629550	Paraclostridium benzoelyticum	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paraclostridium;Paraclostridium benzoelyticum	0	0	0	0	0	1
521689	Thiocapsa bogorovii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocapsa;Thiocapsa bogorovii	0	0	0	0	0	4
898	Desulfomicrobium	genus	cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium	0	0	0	0	0	1
1097	Chlorobaculum tepidum	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum tepidum	0	0	0	0	0	2
1982756	Psychrobacter sp. L7	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. L7	0	0	0	0	0	29
2052484	Roseateles noduli	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles;Roseateles noduli	0	0	0	0	0	1
3145235	Microbulbifer sp. SAOS-129_SWC	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;unclassified Microbulbifer;Microbulbifer sp. SAOS-129_SWC	0	0	0	0	0	1
52133	Acinetobacter venetianus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter venetianus	0	0	0	0	0	20
196816	unclassified Acinetobacter	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter	0	0	0	0	0	7
2371	Xylella fastidiosa	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Xylella;Xylella fastidiosa	0	0	0	0	0	4
2625242	unclassified Gilvibacter	no rank	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gilvibacter;unclassified Gilvibacter	0	0	0	0	0	8
2203895	Psychrobacter sp. YP14	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. YP14	0	0	0	0	0	19
82541	Cupriavidus gilardii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus gilardii	0	0	0	0	0	7
2642006	unclassified Lonepinella	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Lonepinella;unclassified Lonepinella	0	0	0	0	0	2
123899	Bordetella trematum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella trematum	0	0	0	0	0	1
2580412	Thiomicrorhabdus sediminis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiomicrorhabdus;Thiomicrorhabdus sediminis	0	0	0	0	0	1
2937433	Psychrobacter sp. AH5	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. AH5	0	0	0	0	0	9
3156489	Acinetobacter sp. A1-4-2	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. A1-4-2	0	0	0	0	0	8
1699621	Psychrobacter sp. P11F6	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. P11F6	0	0	0	0	0	10
72275	Alteromonadaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae	0	0	0	0	0	3
237	Flavobacterium	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	0	0	0	0	0	1
2714952	Roseateles sp. DAIF2	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles;unclassified Roseateles;Roseateles sp. DAIF2	0	0	0	0	0	4
1051	Ectothiorhodospira	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodospira	0	0	0	0	0	1
1335745	Spiribacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Spiribacter	0	0	0	0	0	8
1311	Streptococcus agalactiae	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae	0	0	0	0	0	1
135622	Alteromonadales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales	0	0	0	0	0	2
319939	Metapseudomonas otitidis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Metapseudomonas;Metapseudomonas otitidis	0	0	0	0	0	1
3235088	Aggregatibacter sp. HMT-949	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;unclassified Aggregatibacter;Aggregatibacter sp. HMT-949	0	0	0	0	0	2
2901189	Halopseudomonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Halopseudomonas	0	0	0	0	0	2
155615	Fusobacterium vincentii	species	cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium vincentii	0	0	0	0	0	3
1891207	Thaumasiovibrio subtropicus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Thaumasiovibrio;Thaumasiovibrio subtropicus	0	0	0	0	0	1
750	Gallibacterium anatis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium;Gallibacterium anatis	0	0	0	0	0	1
670516	Mycobacteroides	genus	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacteroides	0	0	0	0	0	15
756892	Acinetobacter indicus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter indicus	0	0	0	0	0	4
2656761	Apibacter sp. B2966	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Apibacter;unclassified Apibacter;Apibacter sp. B2966	0	0	0	0	0	3
1883	Streptomyces	genus	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces	0	0	0	0	0	5
2772254	Psychrobacter noctis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter noctis	0	0	0	0	0	11
35554	Geobacter sulfurreducens	species	cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter;Geobacter sulfurreducens	0	0	0	0	0	6
2809020	Paralysiella testudinis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Paralysiella;Paralysiella testudinis	0	0	0	0	0	1
306572	Psychrobacter celer	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter celer	0	0	0	0	0	38
3115646	Myxococcus faecalis	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Myxococcus;Myxococcus faecalis	0	0	0	0	0	18
90627	Gallionellaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae	0	0	0	0	0	1
53246	Pseudoalteromonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas	0	0	0	0	0	2
761	Pasteurella testudinis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;Pasteurella testudinis	0	0	0	0	0	1
2994951	Acidithiobacillus sp. AMEEHan	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;unclassified Acidithiobacillus;Acidithiobacillus sp. AMEEHan	0	0	0	0	0	1
330922	Psychrobacter cryohalolentis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter cryohalolentis	0	0	0	0	0	2
38301	Corynebacterium minutissimum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium minutissimum	0	0	0	0	0	1
729	Haemophilus parainfluenzae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus parainfluenzae	0	0	0	0	0	2
