#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_004131125.1	PRJNA485481	na	na	na	2108201	2108201	Nephila clavipes virus 4	na	SC	latest	Complete Genome	Major	Full	2019-02-12	ASM413112v1	IPAVE-CIAP, INTA	GCA_004131125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/131/125/GCF_004131125.1_ASM413112v1	na	na	na	haploid	viral	11919	11919	32	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	3	3	0	29118750
GCF_004117255.1	PRJNA485481	na	na	na	2108203	2108203	Nephila clavipes virus 6	na	SC	latest	Complete Genome	Major	Full	2019-02-12	ASM411725v1	IPAVE-CIAP, INTA	GCA_004117255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/117/255/GCF_004117255.1_ASM411725v1	na	na	na	haploid	viral	6677	6677	40.5	2	2	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-13	2	2	0	29118750
GCF_004131065.1	PRJNA485481	na	na	na	2108204	2108204	Nephila clavipes virus 1	na	SC	latest	Complete Genome	Major	Full	2019-02-12	ASM413106v1	IPAVE-CIAP, INTA	GCA_004131065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/131/065/GCF_004131065.1_ASM413106v1	na	na	na	haploid	viral	10198	10198	36	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	1	1	0	29118750
GCF_004131085.1	PRJNA485481	na	na	na	2108205	2108205	Nephila clavipes virus 2	na	SC	latest	Complete Genome	Major	Full	2019-02-12	ASM413108v1	IPAVE-CIAP, INTA	GCA_004131085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/131/085/GCF_004131085.1_ASM413108v1	na	na	na	haploid	viral	11699	11699	34	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	4	4	0	29118750
GCF_023120455.1	PRJNA485481	na	na	na	2108357	3428808	Cherry virus B	strain=S3	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312045v1	Contact:Hajime Yaegashi National Institute of Fruit and Tea Science, Division of Apple Research; 92-24 Shimokuriyagawa, Morioka, Iwate 020-0123, Japan	GCA_023120455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/455/GCF_023120455.1_ASM2312045v1	na	ICTV species exemplar	na	haploid	viral	8806	8806	44	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	7	5	0	na
GCF_004284875.1	PRJNA485481	na	na	na	2108359	2732597	Staphylococcus phage CSA13	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM428487v1	Food Biotechnology, College of Agriculture and Life Sciences, Seoul National University	GCA_004284875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/284/875/GCF_004284875.1_ASM428487v1	na	ICTV species exemplar	na	haploid	viral	17034	17034	29	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	18	18	0	30642091
GCF_003848425.1	PRJNA485481	na	na	na	2108549	2108549	Termite associated circular virus 1	na	I1581-124	latest	Complete Genome	Major	Full	2019-02-12	ASM384842v1	College of Marine Science, University of South Florida	GCA_003848425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/848/425/GCF_003848425.1_ASM384842v1	na	na	na	haploid	viral	2156	2156	49.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	na
GCF_003848545.1	PRJNA485481	na	na	na	2108550	2844532	Termite associated circular virus 2	na	I1514	latest	Complete Genome	Major	Full	2019-02-12	ASM384854v1	College of Marine Science, University of South Florida	GCA_003848545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/848/545/GCF_003848545.1_ASM384854v1	na	ICTV species exemplar	na	haploid	viral	2222	2222	54.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	na
GCF_003848405.1	PRJNA485481	na	na	na	2108551	2108551	Termite associated circular virus 3	na	I1581-121	latest	Complete Genome	Major	Full	2019-02-12	ASM384840v1	College of Marine Science, University of South Florida	GCA_003848405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/848/405/GCF_003848405.1_ASM384840v1	na	na	na	haploid	viral	2220	2220	50.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	na
GCF_003848525.1	PRJNA485481	na	na	na	2108552	2108552	Termite associated circular virus 4	na	I1581-123	latest	Complete Genome	Major	Full	2019-02-12	ASM384852v1	College of Marine Science, University of South Florida	GCA_003848525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/848/525/GCF_003848525.1_ASM384852v1	na	na	na	haploid	viral	2152	2152	53	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	na
GCF_004133245.1	PRJNA485481	na	na	na	2109365	3047745	Chicken associated cyclovirus 2	strain=RS/BR/2015/4R	na	latest	Complete Genome	Major	Full	2019-02-12	ASM413324v1	Departamento de Microbiologia, Imunologia e Parasitologia, Universidade Federal do Rio Grande do Sul	GCA_004133245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/133/245/GCF_004133245.1_ASM413324v1	na	ICTV species exemplar	na	haploid	viral	1778	1778	41	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	na
GCF_050518205.1	PRJNA485481	SAMN25511755	na	na	2109366	3052108	Chicken chapparvovirus 1	na	ChPV/PB56-SII36/x2/Switzerland/2019	latest	Complete Genome	Major	Full	2025-10-22	ASM5051820v1	University of Zurich (UZH)	GCA_050518205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/518/205/GCF_050518205.1_ASM5051820v1	na	ICTV species exemplar	na	haploid	viral	4502	4502	39	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2025-10-22	NA	NA	NA	35744610
GCF_013087825.1	PRJNA485481	na	na	na	2109367	3052107	Chicken chapparvovirus 2	strain=RS/BR/15/2S	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308782v1	Departamento de Microbiologia, Imunologia e Parasitologia, Universidade Federal do Rio Grande do Sul	GCA_013087825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/825/GCF_013087825.1_ASM1308782v1	na	ICTV species exemplar	na	haploid	viral	4432	4432	39.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_003729875.1	PRJNA485481	na	na	na	2109373	2109373	Chicken stool associated circular virus 1	strain=RS/BR/2015/1R	na	latest	Complete Genome	Major	Full	2019-02-12	ASM372987v1	Departamento de Microbiologia, Imunologia e Parasitologia, Universidade Federal do Rio Grande do Sul	GCA_003729875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/729/875/GCF_003729875.1_ASM372987v1	na	ICTV species exemplar	na	haploid	viral	3173	3173	48	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	na
GCF_003729855.1	PRJNA485481	na	na	na	2109374	2109374	Chicken stool associated circular virus 2	strain=RS/BR/2015/1R	na	latest	Complete Genome	Major	Full	2019-02-12	ASM372985v1	Departamento de Microbiologia, Imunologia e Parasitologia, Universidade Federal do Rio Grande do Sul	GCA_003729855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/729/855/GCF_003729855.1_ASM372985v1	na	na	na	haploid	viral	3161	3161	48	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	na
GCF_004130835.1	PRJNA485481	na	na	na	2109380	2109380	Sarawak virus	strain=SWK-M26	na	latest	Complete Genome	Major	Full	2019-02-12	ASM413083v1	Virology, Blood Systems Research Institute	GCA_004130835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/130/835/GCF_004130835.1_ASM413083v1	na	na	na	haploid	viral	5329	5329	52	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	3	3	0	28855097
GCF_004156295.1	PRJNA485481	na	na	na	2109587	3080759	Moumouvirus australiensis	na	10A	latest	Complete Genome	Major	Full	2023-05-04	ASM415629v1	UMR7256, CNRS Aix-Marseille University	GCA_004156295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/156/295/GCF_004156295.1_ASM415629v1	na	ICTV species exemplar	na	haploid	viral	1098002	1098002	25	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	908	899	9	31822788
GCF_018583625.1	PRJNA485481	na	na	na	2115790	3050261	Cervid alphaherpesvirus 3	strain=Canada	na	latest	Chromosome	Major	Partial	2021-06-01	ASM1858362v1	Section of Virology, Norwegian Veterinary Institute	GCA_018583625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/625/GCF_018583625.1_ASM1858362v1	partial	ICTV species exemplar	na	haploid	viral	136380	134180	78.5	1	1	23	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	59	59	0	na
GCF_002629925.1	PRJNA485481	na	na	na	2115848	2560729	Salmonella phage SE1 (in:Nonagvirus)	na	na	latest	Complete Genome	Major	Full	2019-05-02	ASM262992v1	Department of Genetic Engineering, Kyung Hee University	GCA_002629925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/629/925/GCF_002629925.1_ASM262992v1	na	ICTV species exemplar	na	haploid	viral	60030	60030	43.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	93	93	0	na
GCF_003094055.1	PRJNA485481	na	na	na	2115967	2734160	Burkholderia phage vB_BmuP_KL4	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM309405v1	Biological Sciences, University of Alberta	GCA_003094055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/094/055/GCF_003094055.1_ASM309405v1	na	ICTV species exemplar	na	haploid	viral	42250	42250	63	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	65	65	0	na
GCF_013087845.1	PRJNA485481	na	na	na	2116178	3433007	tropivirus A1	strain=ZGLXR119682	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308784v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/845/GCF_013087845.1_ASM1308784v1	na	ICTV species exemplar	na	haploid	viral	8049	8049	41.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_013087855.1	PRJNA485481	na	na	na	2116179	2116179	Guangdong chinese water snake picornavirus	strain=LPSF20501	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308785v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/855/GCF_013087855.1_ASM1308785v1	na	ICTV species exemplar	na	haploid	viral	7994	7994	52.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_018583435.1	PRJNA485481	na	na	na	2116180	3427669	Guangdong fish caecilians picornavirus	strain=GDYYC83005	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1858343v1	School of Life and Environmental Sciences, The University of Sydney	GCA_018583435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/435/GCF_018583435.1_ASM1858343v1	na	ICTV species exemplar	na	haploid	viral	8318	8318	40.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_018583425.1	PRJNA485481	na	na	na	2116182	3430404	limnipivirus D1	strain=GDDSYC43605	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1858342v1	School of Life and Environmental Sciences, The University of Sydney	GCA_018583425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/425/GCF_018583425.1_ASM1858342v1	na	ICTV species exemplar	na	haploid	viral	7504	7504	46	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_004789095.1	PRJNA485481	na	na	na	2116187	3432127	rafivirus B1	strain=LPXYC222841	na	latest	Complete Genome	Major	Full	2019-06-28	ASM478909v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004789095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/095/GCF_004789095.1_ASM478909v1	na	ICTV species exemplar	na	haploid	viral	7400	7400	41	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-06-28	1	1	0	29618816
GCF_013087865.1	PRJNA485481	na	na	na	2116188	3429195	Hainan oriental leaf-toed gecko picornavirus	strain=LPXYC213122	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308786v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/865/GCF_013087865.1_ASM1308786v1	na	ICTV species exemplar	na	haploid	viral	7969	7969	40	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_013087875.1	PRJNA485481	na	na	na	2116189	3428781	fipivirus E1	strain=LXMC34076	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308787v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/875/GCF_013087875.1_ASM1308787v1	na	ICTV species exemplar	na	haploid	viral	8173	8173	45.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_018583405.1	PRJNA485481	na	na	na	2116194	3433008	tropivirus B1	strain=LPWC175499	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1858340v1	School of Life and Environmental Sciences, The University of Sydney	GCA_018583405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/405/GCF_018583405.1_ASM1858340v1	na	ICTV species exemplar	na	haploid	viral	8343	8343	42	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_013087885.1	PRJNA485481	na	na	na	2116195	2116195	Yili teratoscincus roborowskii picornavirus 2	strain=LPWC210215	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308788v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/885/GCF_013087885.1_ASM1308788v1	na	ICTV species exemplar	na	haploid	viral	7471	7471	36.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_018583395.1	PRJNA485481	na	na	na	2116197	3428782	fipivirus F1	strain=LXMC188591	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1858339v1	School of Life and Environmental Sciences, The University of Sydney	GCA_018583395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/395/GCF_018583395.1_ASM1858339v1	na	ICTV species exemplar	na	haploid	viral	8332	8332	45.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_013087895.1	PRJNA485481	na	na	na	2116198	3428779	fipivirus C1	strain=XDXMC21480	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308789v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/895/GCF_013087895.1_ASM1308789v1	na	ICTV species exemplar	na	haploid	viral	7790	7790	52	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_013087905.1	PRJNA485481	na	na	na	2116201	3428777	fipivirus A1	strain=DSYC36136	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308790v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/905/GCF_013087905.1_ASM1308790v1	na	ICTV species exemplar	na	haploid	viral	7965	7965	44.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_013087915.1	PRJNA485481	na	na	na	2116202	3428778	fipivirus B1	strain=DSYC47507	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308791v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/915/GCF_013087915.1_ASM1308791v1	na	ICTV species exemplar	na	haploid	viral	7871	7871	42.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_018583415.1	PRJNA485481	na	na	na	2116206	3432130	rajidapivirus A1	strain=DHBYCGS18742	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1858341v1	School of Life and Environmental Sciences, The University of Sydney	GCA_018583415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/415/GCF_018583415.1_ASM1858341v1	na	ICTV species exemplar	na	haploid	viral	7947	7947	40.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_013087925.1	PRJNA485481	na	na	na	2116207	3432655	Wenling triplecross lizardfish picornavirus	strain=XYHYC185246	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1308792v1	School of Life and Environmental Sciences, The University of Sydney	GCA_013087925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/087/925/GCF_013087925.1_ASM1308792v1	na	ICTV species exemplar	na	haploid	viral	8591	8591	47.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	29618816
GCF_012271695.1	PRJNA485481	na	na	na	2116345	3431826	Chinese broad-headed pond turtle arterivirus	strain=WHWGC150683	na	latest	Complete Genome	Major	Full	2020-04-12	ASM1227169v1	School of Life and Environmental Sciences, The University of Sydney	GCA_012271695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/271/695/GCF_012271695.1_ASM1227169v1	na	ICTV species exemplar	na	haploid	viral	14939	14939	46	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-04-12	5	5	0	29618816
GCF_012271715.1	PRJNA485481	na	na	na	2116384	2116384	Guangdong red-banded snake torovirus	strain=LPSF30546	na	latest	Complete Genome	Major	Full	2020-04-12	ASM1227171v1	School of Life and Environmental Sciences, The University of Sydney	GCA_012271715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/271/715/GCF_012271715.1_ASM1227171v1	na	ICTV species exemplar	na	haploid	viral	30859	30859	43.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-04-12	6	6	0	29618816
GCF_012271705.1	PRJNA485481	na	na	na	2116385	3433762	Hainan hebius popei torovirus	strain=LPSC33749	na	latest	Complete Genome	Major	Full	2020-04-12	ASM1227170v1	School of Life and Environmental Sciences, The University of Sydney	GCA_012271705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/271/705/GCF_012271705.1_ASM1227170v1	na	ICTV species exemplar	na	haploid	viral	29409	29409	30	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-04-12	6	6	0	29618816
GCF_004788895.1	PRJNA485481	na	na	na	2116434	3051404	Wenling minipizza batfish hantavirus	strain=XQTMS16810	na	latest	Complete Genome	Major	Full	2021-06-01	ASM478889v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004788895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/895/GCF_004788895.1_ASM478889v1	na	ICTV species exemplar	na	haploid	viral	5301	5301	43.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	1	1	0	29618816
GCF_004788935.1	PRJNA485481	na	na	na	2116435	3051406	Wenling red spikefish hantavirus	strain=XTXMS70955	na	latest	Complete Genome	Major	Full	2021-06-01	ASM478893v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004788935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/935/GCF_004788935.1_ASM478893v1	na	ICTV species exemplar	na	haploid	viral	6305	6305	42	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	1	1	0	29618816
GCF_004788915.1	PRJNA485481	na	na	na	2116436	3051405	Wenling yellow goosefish hantavirus	strain=XQTMS34106	na	latest	Complete Genome	Major	Full	2021-06-01	ASM478891v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004788915.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/915/GCF_004788915.1_ASM478891v1	na	ICTV species exemplar	na	haploid	viral	6403	6403	47	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	1	1	0	29618816
GCF_004788875.1	PRJNA485481	na	na	na	2116437	3052728	Hainan oriental leaf-toed gecko hantavirus	strain=LPXYF84819	na	latest	Complete Genome	Major	Partial	2021-06-01	ASM478887v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004788875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/875/GCF_004788875.1_ASM478887v1	partial	ICTV species exemplar	na	haploid	viral	6627	6627	38	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	1	1	0	29618816
GCF_004788955.1	PRJNA485481	na	na	na	2116438	3051410	Wenling hagfish virus	strain=DHMMS25300	na	latest	Complete Genome	Major	Full	2021-06-01	ASM478895v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004788955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/955/GCF_004788955.1_ASM478895v1	na	ICTV species exemplar	na	haploid	viral	6761	6761	40	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	1	1	0	29618816
GCF_012271665.1	PRJNA485481	na	na	na	2116440	3430288	Hainan oligodon formosanus arterivirus	strain=LPSF32245	na	latest	Complete Genome	Major	Full	2020-04-12	ASM1227166v1	School of Life and Environmental Sciences, The University of Sydney	GCA_012271665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/271/665/GCF_012271665.1_ASM1227166v1	na	ICTV species exemplar	na	haploid	viral	15301	15301	44	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-04-12	6	6	0	29618816
GCF_012271685.1	PRJNA485481	na	na	na	2116441	3427906	Nanhai ghost shark arterivirus	strain=NHYJS6157	na	latest	Complete Genome	Major	Full	2020-04-12	ASM1227168v1	School of Life and Environmental Sciences, The University of Sydney	GCA_012271685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/271/685/GCF_012271685.1_ASM1227168v1	na	ICTV species exemplar	na	haploid	viral	13162	13162	46	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-04-12	5	5	0	29618816
GCF_012271675.1	PRJNA485481	na	na	na	2116442	3428159	Guangdong greater green snake arterivirus	strain=LPSG2430	na	latest	Complete Genome	Major	Full	2020-04-12	ASM1227167v1	School of Life and Environmental Sciences, The University of Sydney	GCA_012271675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/271/675/GCF_012271675.1_ASM1227167v1	na	ICTV species exemplar	na	haploid	viral	18410	18410	45	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-04-12	5	5	0	29618816
GCF_012271655.1	PRJNA485481	na	na	na	2116443	3432229	Wuhan japanese halfbeak arterivirus	strain=DSYS15584	na	latest	Complete Genome	Major	Full	2020-04-12	ASM1227165v1	School of Life and Environmental Sciences, The University of Sydney	GCA_012271655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/271/655/GCF_012271655.1_ASM1227165v1	na	ICTV species exemplar	na	haploid	viral	18239	18239	47	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-04-12	5	5	0	29618816
GCF_004789035.1	PRJNA485481	na	na	na	2116451	3052758	Wenling triplecross lizardfish paramyxovirus	strain=XYHYC179963	na	latest	Complete Genome	Major	Full	2023-05-04	ASM478903v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004789035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/035/GCF_004789035.1_ASM478903v1	na	ICTV species exemplar	na	haploid	viral	16560	16560	44.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	7	7	0	29618816
GCF_004789015.1	PRJNA485481	na	na	na	2116452	3052745	Wenzhou pacific spadenose shark paramyxovirus	strain=DWXCSG11347	na	latest	Complete Genome	Major	Full	2023-05-04	ASM478901v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004789015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/015/GCF_004789015.1_ASM478901v1	na	ICTV species exemplar	na	haploid	viral	21523	21523	42.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	10	10	0	29618816
GCF_004789075.1	PRJNA485481	na	na	na	2116453	3052246	Wenling hoplichthys paramyxovirus	strain=XYXMC57250	na	latest	Complete Genome	Major	Full	2023-05-04	ASM478907v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004789075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/075/GCF_004789075.1_ASM478907v1	na	ICTV species exemplar	na	haploid	viral	15326	15326	44	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	9	9	0	29618816
GCF_004789055.1	PRJNA485481	na	na	na	2116454	3052172	Wenling tonguesole paramyxovirus	strain=XYHYC190750	na	latest	Complete Genome	Major	Full	2023-05-04	ASM478905v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004789055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/055/GCF_004789055.1_ASM478905v1	na	ICTV species exemplar	na	haploid	viral	15043	15043	41.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	9	9	0	29618816
GCF_004128195.1	PRJNA485481	na	na	na	2116466	3051975	Wenling frogfish arenavirus 1	strain=XYHYG11303	na	latest	Complete Genome	Major	Full	2019-02-12	ASM412819v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004128195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/128/195/GCF_004128195.1_ASM412819v1	na	ICTV species exemplar	na	haploid	viral	11885	11885	46	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-13	4	4	0	29618816
